id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
255,"[""#Person1# and #Person2# are conjecturing who will get sacked based on other employees' performance and find that it might be themselves. #Person1# is so anxious as #Person1# needs to raise family but #Person2# will be happy to leave."", ""#Person1# and #Person2# talk about the company's upcoming downsizing and discuss who will get sacked. #Person1# is worried but #Person2# doesn't care."", ""#Person1# and #Person2# have rounds of conjectures of whom shall be fired due to the company's cutback and comes to the conclusion that they both have the biggest possibility. It drives #Person1# crazy but doesn't worry #Person2#.""]","#Person1# and #Person2# discuss potential layoffs, suspecting they might be affected but believing colleagues George, Andy, Lisa, and Michael are safe.",0.1974,0.8957,0.6983
36,"['Simon and Cleo have different opinions towards the demonstration to help stop the spread of nuclear weapons. Cleo thinks it is useless, while Simon considers that Cleo should go to the demonstration.', ""Cleo has no intention to attend the demonstration to help stop the spread of nuclear weapons, because Cleo hates police standing by with tear gas. Simon tries to change Cleo's mind but it doesn't work."", 'Simon and Cleo argue the effectiveness of demonstrations. Simon thinks they are helpful, but Cleo disagrees and refuses to go to the demonstration of helping stop the spread of nuclear weapons with Simon.']","Cleo declines Simon's invitation to a nuclear disarmament protest, citing dislike for demonstrations, complexity of nuclear issues, and her upcoming physics exam.",0.1755,0.8736,0.6981
392,"['Stephanie has a headache before the report due. George suggests that she should ask for more time, and he is willing to help with the report.', ""Stephanie has a headache but doesn't see a doctor because of the report due and George is willing to help with the report and suggests she ask the board for more time"", ""Stephanie has a headache but doesn't see a doctor because of the due. George suggests that she should ask the board for more time and he is willing to help.""]",George advises unwell Stephanie to negotiate deadline extension with Miss Jenkins and offers help with her report.,0.1859,0.8833,0.6974
60,"['Jack tells #Person1# that business communication is his favorite last year and #Person1# will check it.', ""#Person1# and Jack talk about Jack's classes last year."", ""#Person1# and Jack are talking about Jack's favorite classes.""]",#Person1# considers enrolling in a business communication course after hearing #Person2#'s positive experiences.,0.1778,0.8744,0.6966
313,"[""Tim was chatting with Karren, but now he has to go because it's getting late."", 'Karren and Tim say goodbye.', 'Tim is saying goodbye to Karren.']","Tim and Karren enjoy their conversation, express a desire to meet again, and bid farewell.",0.1947,0.8913,0.6966
308,"['#Person1# and #Person2# are talking about a perfect match between John and a girl.', ""#Person1# and #Person2# talk about John's love life."", '#Person1# and #Person2# think that John and the girl are a perfect match.']","John is frequently dating a woman, suggesting love; friends approve of the relationship.",0.1613,0.8578,0.6965
472,"[""#Person2# answers #Person1#'s questions about getting special discount coupons and how to use them."", '#Person1# asks #Person2# about the instructions for getting and using the discount coupons.', '#Person2# tells #Person1# how to get special discount coupons and how to use them. #Person1# buys 9 bags of sugar and gets 3 coupons.']","#Person1# buys nine sugar bags to earn three discount coupons, guided by #Person2#'s explanation of the supermarket's coupon system.",0.2229,0.9194,0.6965
494,"[""#Person2# tells #Person1# that #Person2#'s house was robbed."", ""#Person2#'s home was robbed last night."", '#Person2# was robbed and called the police.']","#Person2# is upset because their house was burgled, losing all furniture; police have been informed and are investigating.",0.2074,0.9038,0.6964
188,"['#Person2# has insomnia because of academic stress and #Person1# suggests #Person2# relax and listen to some light or classical music to release pressure. #Person2# will try now.', ""#Person2# is too stressed to sleep well because of worrying about #Person2#'s grades. #Person1# gives #Person2# some suggestions that #Person2# should listen to some music and relax. #Person2#'ll try it now."", ""#Person2# is having a hard time sleeping because #Person2# worries about #Person2#'s grades. #Person1# recommends listening to light or classic music to release #Person2#'s stress.""]","#Person1# advises stressed, insomniac #Person2# to try relaxation techniques, like music, to improve academic performance.",0.1984,0.8944,0.6959
1,"['#Person2# arrives late because of traffic jam. #Person1# persuades #Person2# to use public transportations to keep healthy and to protect the environment.', ""#Person2# decides to follow #Person1#'s suggestions on quitting driving to work and will try to use public transportations."", '#Person2# complains to #Person1# about the traffic jam, #Person1# suggests quitting driving and taking public transportation instead.']","#Person1# advises #Person2# on alternative transport methods to alleviate traffic issues, leading to #Person2#'s decision to stop driving.",0.2256,0.9199,0.6943
243,"[""James is visiting Kate's new suite and surprisingly finds she's redecorated it."", ""James comes to visit Kate's living room and is surprised that she's redecorated it. Kate talks about her furniture proudly."", 'Kate saved money to buy new furniture and do some decorating. James loves her suite and spots that her carpet is the old one.']","Kate shows James her redecorated living room, featuring new furniture and curtains, a cleaned carpet, and a rug from China.",0.1981,0.892,0.6939
260,"['#Person1# and #Person2# are talking about the news that two competing companies are going to merge into one.', '#Person2# learns from #Person1# that two major suppliers of their company decided to end competition and merge into one.', '#Person1# and #Person2# have a discussion on the merging of their major suppliers, Murphy Music and U-Tunes and its effect.']","Murphy Music acquires rival U-Tunes, potentially reshaping industry competition and market strategy.",0.1612,0.8551,0.6939
258,"['Mary got married. #Person2# is surprised when told by #Person1#.', '#Person2# is surprised to hear from #Person1# that Mary got married.', ""#Person1# shares Mary's marriage news with #Person2#. #Person2# is surprised.""]","#Person1# reveals Mary's unexpected marriage to Jerrod and her plans to move to Paris, surprising #Person2#.",0.216,0.9098,0.6937
34,"['#Person1# greets Mrs. Todd and then they say goodbye to each other.', '#Person1# comes over to say hello to Mrs. Todd, and will go shopping afterwards.', '#Person1# visits Mrs. Todd, and Mrs. Todd appreciates that.']","New neighbor visits Mrs. Todd, offers help with shopping, both express interest in maintaining friendly relations.",0.1943,0.8877,0.6934
22,"['#Person1# is not satisfied with the steak and #Person2# will change it.', ""#Person2# will change a steak for #Person1# as that one doesn't satisfy #Person1#."", ""#Person1# is not satisfied with #Person1#'s steak and asks to change one, and #Person2# agrees.""]","#Person1# complained about overcooked steak, #Person2# agreed to replace it despite potential wait, #Person1# thanked for service.",0.2158,0.9086,0.6929
117,"[""Harry and his wife may go abroad during the holiday, but Harry's wife worries too much, so they may not go anywhere."", 'Harry and his wife may go abroad during the holidays. However, they might not go anywhere because his wife always worries too much.', 'Harry is not sure about the holiday plan of going abroad to spend the holiday, because his wife worries about things after they leave.']","Harry and his wife are considering a cost-effective sea trip to Egypt, but are concerned about leaving their home and dog.",0.2058,0.8987,0.6929
