id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
218,"[""It's a lovely day, so #Person1# and #Person2# have their lunch outside and plan to go to the beach this weekend."", '#Person1# and #Person2# are enjoying the weather and may go to the beach this weekend.', ""Weather's nice. #Person1# suggests having lunch outside and hopes to go to the beach to get some sun.""]","Two friends enjoy a pleasant day outside, considering a beach trip if the good weather continues.",0.1728,0.8826,0.7098
88,"['#Person2# tells #Person1#, in Russia, things happen very fast except for bank business, while in Canada people are calmer.', ""#Person1# and #Person2# are talking about the differences between Russia and Canada. #Person2# tells #Person1# that almost everything in Russia happens fast while it's the opposite in Canada."", '#Person1# and #Person2# are sharing their opinions towards how different is Russia from Canada in lifestyle, especially the speed in life.']","Person 2 compares the fast-paced lifestyle in Russia to the more relaxed nature of Canadians, noting differences in efficiency of public services.",0.1572,0.8649,0.7078
213,"['#Person2# has been working overtime and only gets minimum wage. #Person1# suggests #Person2# either asking for more compensation or quitting, but #Person2# refuses in fear of not being able to find another job.', '#Person2# has worked overtime with minimum wage and little bonus. Although #Person2# are not very confident, #Person1# hopes #Person2# could quit that job and find another one.', ""#Person2# works overtime every day and doesn't get enough paid. #Person1# thinks it's unfair and suggests #Person2# quitting the job, but #Person2#'s afraid of being unemployed.""]","Person 2 is overworked and underpaid, with no overtime compensation, but fears quitting due to limited job skills.",0.1654,0.8726,0.7072
382,"[""Detective Chief Superintendent John Day is trying to figure out the murdered man's movements in the short gap between he left the club and got murdered, but he only has three witnesses and hasn't been able to identify more."", ""John Day describes known details of a murder case which happened in a pedestrian subway at midnight and answers #Person1#'s questions to tell what he know about the case. But he hasn't be able to identify more, even he knows three witnesses."", ""John Day is telling #Person1# what they've known of the dead man's movements in the early hours of the morning, and there may be three witnesses, two girls and a man, but he hasn't been able to identify more.""]","North London police are investigating a murder of a man found in a Neasden subway, with potential witnesses being sought.",0.1492,0.8553,0.7061
156,"['#Person2# likes his neibourhood girl who is popular. Although #Person1# analyses the disadvantages, #Person2# still decides to date with her.', '#Person2# tells #Person1# that he falls in love with his neighbour and #Person1# thinks he has some competition and wishes him good luck.', ""#Person2# tells #Person1# he falls in love with the girl living under him and she's very popular. #Person2#'s going to call her now and invite her to dinner tonight.""]","Person 2 meets and falls for his single, American neighbor and plans to ask her out, despite competition from other men.",0.1607,0.8661,0.7054
115,"[""#Person2# doesn't have enough cash to pay 905 yuan and asks to cut the service charge. #Person1# refuses. So #Person2# pays by her husband's credit card because it can be accepted."", ""#Person1# requires 905 yuan in total, but #Person2# only has 900 in cash and asks for a release. #Person1# refuses, so #Person2# pays by her husband's credit card because it can be accepted."", ""#Person2# is asked to pay 905 yuan but she just has 900 in cash and asks for a release from #Person1#. #Person1# refuses. So #Person2# pays by her husband's credit card because it can be accepted.""]",A couple pays for their purchase with a credit card after realizing they don't have enough cash.,0.1642,0.8669,0.7027
313,"[""Tim was chatting with Karren, but now he has to go because it's getting late."", 'Karren and Tim say goodbye.', 'Tim is saying goodbye to Karren.']","Tim and Karren end a pleasant conversation, hoping to meet again soon.",0.1847,0.8853,0.7006
92,"['#Person1# hates those who keep smiling at #Person1# and #Person2# is fed up with those who keep a straight face in front of #Person2#.', '#Person2# is fed up with people with a straight face, and #Person1# hates people keeping smiling to #Person1#.', '#Person1# and #Person2# hold different opinions towards people with different facial expressions.']",Two people discuss their differing views on smiling and its appropriateness in various situations.,0.1456,0.8457,0.7001
189,"['#Person1# wants to refurbish the kitchen while #Person2# thinks it unnecessary.', '#Person1# wants to redecorate the kitchen but #Person2# thinks it unnecessary.', ""#Person1# wants to renovate the kitchen to make it more modern but #Person2# doesn't.""]","#Person1# desires a modern, beautiful kitchen renovation, not for fashion but for personal satisfaction.",0.2023,0.9014,0.6991
147,"['#Person1# and #Person2# blame each other for the series of bad experiences during the journey.', '#Person1# and #Person2# are blaming each other for lots of bad experience during the journey.', '#Person1# and #Person2# quarrel and blame each other because of bad experiences during the journey.']",Two people argue over who is to blame for getting lost and stopped by the police.,0.172,0.8711,0.699
110,"['#Person1# has decided to go on a diet in the new year. Carol reasonably doubts it.', ""#Person1#'s decided to go on a diet for New Year's resolution. Carol doesn't believe #Person1# will stick to it."", ""#Person1# has decided to go on a diet in the new year. Carol doesn't believe #Person1# will stick to it""]","#Person1# resolves to diet and change eating habits, but immediately breaks resolution by asking for chips.",0.1867,0.8848,0.6981
453,"['#Person1# and #Person2# negotiate the time to start working on the subject.', '#Person1# and #Person2# negotiate the timing of the preparatory meeting for a future subject.', '#Person1# and #Person2# will start a preparation meeting at 3:00. The project may run a year.']","They plan to start work this afternoon, with a possible timeline of one year.",0.1652,0.8628,0.6975
433,"['Amy is talking about her first job experience and later job with #Person1#.', 'Amy tells #Person1# about her first job experience and her current job.', 'Amy shares her former work experience and her current job with #Person1#.']","Amy's first job was a secretary, then Personnel Manager, before moving to Sales due to low pay.",0.1756,0.8707,0.695
211,"['Ella and Ben had a good time together. Ella gives phone number to Ben before Ben leaves.', 'Ben and Ella had a good time. Ben will call Ella next week.', 'Ben has to leave. Ella feels bad about it and gives Ben her phone number.']","Ben leaves Ella's gathering early, but they plan to meet again soon.",0.1894,0.884,0.6947
82,"[""#Person2# wants to change her room because the baggage elevator is too noisy. #Person1# is sorry and tells her #Person1# will manage it when there's a spare room."", ""#Person2# wants to change a room because it's too noisy, but #Person1# tells #Person2# there are no rooms left so #Person2# has to wait till tomorrow."", '#Person2# cannot stand the noise near her room and #Person1# promises to change her room tomorrow as there is no room available today.']","#Person2# complains about a noisy room and requests a change, which #Person1# promises to arrange the next day.",0.2284,0.9225,0.6941
191,"[""#Person2# asks #Person1# to bring #Person1#'s husband to talk about #Person1#'s test results."", ""#Person2# schedules an appointment with #Person1# and #Person1#'s husband. #Person1# is nervous to know the test results."", ""#Person2# wants to schedule an appointment with #Person1# and #Person1#'s husband to talk about #Person1#'s test results.""]",#Person1# seeks test results; #Person2# schedules appointment for further clarification.,0.2204,0.9123,0.6919
161,"['Fanny had a nightmare because of the pressure from school applications. Her mother and Andy both comfort her.', 'Fanny had a nightmare last night and her mother consoled her. Andy listens to her experience and thinks she has a good mother.', 'Fanny had a bad dream last night. She is worried about getting into the University of Michigan. Andy comforts her.']","Fanny shares her nightmare and university admission worries with Andy, who offers reassurance.",0.2207,0.9119,0.6912
